state,q_values
"('X', 'O', ' ', ' ', ' ', 'X', ' ', 'O', ' ')","[0.         0.         6.37887683 9.47384191 9.5        0.
 9.1167168  0.         8.850432  ]"
"('X', 'O', ' ', ' ', ' ', 'X', 'X', 'O', 'O')","[ 0.          0.          9.34924124 10.          9.49999995  0.
  0.          0.          0.        ]"
"('X', 'O', ' ', 'X', ' ', 'X', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'X', 'O', 'X', ' ', ' ', 'O')","[ 1.02968113  0.31123074 -9.57406397  0.          0.          0.
 -9.86896     4.00095336  0.        ]"
"(' ', ' ', ' ', 'X', 'O', 'X', 'X', 'O', 'O')","[10.          6.22400901 -9.99999898  0.          0.          0.
  0.          0.          0.        ]"
"(' ', 'X', 'O', 'X', 'O', 'X', 'X', 'O', 'O')",[10.  0.  0.  0.  0.  0.  0.  0.  0.]
"('X', 'X', 'O', 'X', 'O', 'X', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', ' ', ' ', ' ', ' ', 'X', ' ')","[6.00079249 0.         6.51236508 8.08846005 6.43418938 7.85441652
 9.38892266 0.         7.93802846]"
"('O', 'O', 'X', ' ', ' ', ' ', ' ', 'X', ' ')","[0.         0.         0.         9.025      9.49895177 9.42399998
 9.49975601 0.         9.5       ]"
"('O', 'O', 'X', 'X', ' ', 'O', ' ', 'X', ' ')","[0.         0.         0.         0.         9.49265536 0.
 9.5        0.         4.756992  ]"
"('O', 'O', 'X', 'X', ' ', 'O', 'O', 'X', 'X')",[0. 0. 0. 0. 5. 0. 0. 0. 0.]
"('O', 'O', 'X', 'X', 'X', 'O', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'X', ' ', ' ', ' ', ' ', 'O', ' ')","[9.11987839 8.52772947 0.         9.00509534 9.04399903 5.72794846
 9.06916357 0.         9.044     ]"
"(' ', 'O', 'X', ' ', ' ', ' ', 'X', 'O', ' ')","[ 9.370208    0.          0.          6.37979872 10.         -6.10004799
  0.          0.         -6.12496831]"
"(' ', 'O', 'X', ' ', 'X', ' ', 'X', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', ' ', ' ', 'O', ' ', ' ', ' ')","[0.         7.91846288 9.49999514 8.8629194  9.1199998  0.
 9.1198782  8.96718075 5.96366485]"
"('X', ' ', 'X', ' ', 'O', 'O', ' ', ' ', ' ')","[ 0.         10.          0.          9.5         0.          0.
  9.47499207  6.12223353  9.37470819]"
"('X', 'X', 'X', ' ', 'O', 'O', ' ', ' ', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', ' ', ' ', ' ', 'X', ' ', 'O')","[9.04385408 9.025      9.04095494 9.11635196 8.86779248 5.68974085
 0.         6.65613349 0.        ]"
"(' ', ' ', 'X', 'X', 'O', 'O', 'X', ' ', 'O')","[10.         -6.12616006  0.          0.          0.          0.
  0.          8.72103994  0.        ]"
"('O', 'X', 'X', 'X', 'O', 'O', 'X', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', ' ', 'O', ' ', 'O', 'X', ' ')","[-6.72400958  0.          1.89862931  0.7274319   0.         -7.0454055
  0.          0.         -7.72006474]"
"(' ', 'X', ' ', 'X', 'O', 'O', 'O', 'X', ' ')","[-9.84520774  0.          9.46205107  0.          0.          0.
  0.          0.         -9.88275585]"
"(' ', 'X', 'O', 'X', 'O', 'O', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ')","[0.         9.25592201 5.46682907 8.53500568 0.         8.01074596
 9.08152293 8.44055475 8.8871267 ]"
"('O', ' ', ' ', ' ', 'X', 'X', ' ', ' ', 'O')",[ 0.   9.5  9.5 10.   0.   0.   9.5  9.5  0. ]
"('O', ' ', ' ', 'X', 'X', 'X', ' ', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ', 'O')","[9.02499975 6.54838404 8.90751367 8.28238824 0.         8.74077397
 9.02378538 8.99833158 0.        ]"
"(' ', ' ', 'X', ' ', 'X', ' ', ' ', 'O', 'O')","[ 9.37519042  9.3502      0.          9.37019995  0.         -6.1
 10.          0.          0.        ]"
"(' ', ' ', 'X', ' ', 'X', 'X', 'O', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', ' ', 'X', ' ', ' ', 'O', ' ')","[9.10176    8.52484752 9.1047951  9.49999902 0.         9.044
 9.02877568 0.         9.04399996]"
"('X', ' ', 'O', 'X', 'X', ' ', 'O', 'O', ' ')","[ 0.          8.74995233  0.          0.          0.         10.
  0.          0.         10.        ]"
"('X', ' ', 'O', 'X', 'X', 'X', 'O', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', ' ', ' ', 'X', ' ', ' ', 'O')","[8.29606897 8.9106491  5.67104795 9.25006339 8.37339967 0.
 7.9979051  5.28714648 0.        ]"
"('X', ' ', ' ', ' ', ' ', 'X', 'O', ' ', 'O')","[ 0.         -9.23226034 -7.05769109 -6.12840364 -9.249952    0.
  0.          8.88151904  0.        ]"
"('X', 'X', 'O', ' ', ' ', 'X', 'O', ' ', 'O')","[  0.           0.           0.         -10.          -9.870206
   0.           0.          -9.96983872   0.        ]"
"('X', 'X', 'O', ' ', 'O', 'X', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'X', 'O', 'X', ' ', 'O', ' ', ' ')","[ 9.5         9.47004768  0.          0.          0.         -6.10110386
  0.         -7.52051253 -6.24976   ]"
"('X', ' ', 'X', 'O', 'X', ' ', 'O', ' ', 'O')","[ 0.         10.          0.          0.          0.         -7.16796253
  0.          5.69873333  0.        ]"
"('X', 'X', 'X', 'O', 'X', ' ', 'O', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'O', ' ', ' ', 'O', ' ', ' ', 'X')","[9.09998133 0.         0.         9.025      9.5        0.
 9.49695903 9.5        0.        ]"
"(' ', 'O', ' ', ' ', 'X', ' ', ' ', ' ', ' ')","[9.12       0.         9.044      9.10479999 0.         9.02576
 9.1016384  8.95277549 9.02879903]"
"(' ', 'O', 'X', 'O', 'X', ' ', ' ', ' ', ' ')","[ 9.5        0.         0.         0.         0.         9.5
 10.         9.3009564  9.5      ]"
"(' ', 'O', 'X', 'O', 'X', ' ', 'X', ' ', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'O', 'X', 'X', ' ', ' ', ' ')","[ 0.         -6.84880805 -6.104992    0.          0.          0.
  9.36446549 -9.27667961  5.12773278]"
"('O', 'O', 'X', 'O', 'X', 'X', ' ', ' ', ' ')","[ 0.        0.        0.        0.        0.        0.       10.
  9.344008 10.      ]"
"('O', 'O', 'X', 'O', 'X', 'X', ' ', 'X', 'O')",[ 0.  0.  0.  0.  0.  0. 10.  0.  0.]
"('O', 'O', 'X', 'O', 'X', 'X', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', ' ', ' ', ' ', 'X', ' ', ' ')","[0.         8.98062525 9.02819098 8.89607479 8.95254089 9.0241235
 0.         9.49696    9.04399879]"
"('O', 'O', ' ', ' ', 'X', ' ', 'X', ' ', ' ')","[ 0.          0.         10.          6.35404122  0.          9.34524608
  0.          9.35023201  9.4999584 ]"
"('O', 'O', ' ', 'O', 'X', 'X', 'X', ' ', ' ')","[ 0.        0.       10.        0.        0.        0.        0.
 -9.220208  6.254952]"
"('O', 'O', 'O', 'O', 'X', 'X', 'X', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', ' ', ' ', ' ', 'X', 'O', 'O')","[9.5        0.         9.49999999 9.02865388 7.84041883 9.02499967
 0.         0.         0.        ]"
"('O', 'X', ' ', ' ', ' ', 'X', 'X', 'O', 'O')","[0.       0.       9.469568 9.424    9.5      0.       0.       0.
 0.      ]"
"('O', 'X', ' ', 'O', 'X', 'X', 'X', 'O', 'O')",[ 0.  0. 10.  0.  0.  0.  0.  0.  0.]
"('O', 'X', 'X', 'O', 'X', 'X', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', 'X', ' ', ' ', 'O', 'O', ' ')","[ 6.03544986  0.          2.33251505  0.         -6.10872763  8.8509423
  0.          0.          9.025     ]"
"('O', 'X', ' ', 'X', 'X', ' ', 'O', 'O', ' ')","[ 0.          0.          4.6327917   0.          0.         10.
  0.          0.          8.58044866]"
"('O', 'X', ' ', 'X', 'X', 'O', 'O', 'O', 'X')",[0. 0. 5. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'X', ' ', ' ', 'O', ' ', ' ', ' ')","[9.04096    9.04339103 0.         9.02438616 9.49939103 0.
 8.87430593 9.0249999  5.5206988 ]"
"('X', ' ', 'X', 'O', ' ', 'O', ' ', ' ', ' ')","[ 0.         10.          0.          0.          9.5         0.
  6.38        8.87596978  9.49999962]"
"('X', ' ', 'X', 'O', 'X', 'O', ' ', 'O', ' ')",[ 0. 10.  0.  0.  0.  0. 10.  0. 10.]
"('X', ' ', 'X', 'O', 'X', 'O', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', ' ', ' ', ' ', 'X', 'O', 'X')","[9.5        6.07292391 0.         9.46807998 9.49969355 4.76191644
 0.         0.         0.        ]"
"(' ', ' ', 'O', ' ', 'O', 'X', 'X', 'O', 'X')","[-9.52419355  4.75        0.          4.18266229  0.          0.
  0.          0.          0.        ]"
"(' ', ' ', ' ', 'O', ' ', ' ', 'X', ' ', ' ')","[6.20601676 9.00523541 9.11711792 0.         9.04399995 8.52472036
 0.         9.11696    9.42096   ]"
"(' ', 'X', ' ', 'O', 'O', ' ', 'X', ' ', ' ')","[-6.39105119  0.         -9.23602743  0.          0.          6.13206381
  0.          9.37013142 -6.22487039]"
"(' ', 'X', 'X', 'O', 'O', ' ', 'X', ' ', 'O')","[10.          0.          0.          0.          0.         -9.87495526
  0.         -9.9968      0.        ]"
"('O', 'X', 'X', 'O', 'O', ' ', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', 'O', 'X', ' ', ' ', 'O', ' ')","[ 0.          9.5         9.5         0.          0.          9.49995632
  9.5         0.         10.        ]"
"('X', 'X', ' ', 'O', 'X', ' ', 'O', 'O', ' ')","[ 0.          0.         10.          0.          0.         -6.87376832
  0.          0.         10.        ]"
"('X', 'X', ' ', 'O', 'X', ' ', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', ' ', ' ', ' ', ' ', ' ', 'X')","[9.01636958 0.         9.101152   8.94591287 9.02877567 8.73470125
 9.49997564 8.83404699 0.        ]"
"(' ', 'O', ' ', ' ', 'X', ' ', ' ', 'O', 'X')",[10.   0.   9.5  9.5  0.   9.5  9.5  0.   0. ]
"('X', 'O', ' ', ' ', 'X', ' ', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', ' ', ' ', 'X', ' ', ' ', ' ')","[9.02495896 0.         9.49924491 8.71782833 9.12       0.
 9.02495116 8.57717201 8.89416371]"
"(' ', 'O', ' ', ' ', 'O', 'X', ' ', ' ', 'X')","[ 9.135198    0.         10.          6.34945597  0.          0.
  9.49380992  9.5         0.        ]"
"(' ', 'O', 'X', ' ', 'O', 'X', ' ', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', ' ', ' ', ' ', 'X', 'O', 'X')","[ 6.25519201  0.         -6.12496799  9.48684153  9.5         8.52636385
  0.          0.          0.        ]"
"(' ', 'O', 'X', ' ', ' ', 'O', 'X', 'O', 'X')","[ 8.84500773  0.          0.          6.35000806 10.          0.
  0.          0.          0.        ]"
"(' ', 'O', 'X', 'X', 'O', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', ' ', 'X', 'O', 'X', ' ', ' ')","[ 5.6012464  -6.77987892  0.         -9.28131952  0.          0.
  0.          9.4750384   9.5       ]"
"('O', ' ', 'O', ' ', 'X', 'O', 'X', 'X', ' ')","[ 0.         10.          0.         -9.99999999  0.          0.
  0.          0.          9.999872  ]"
"('O', ' ', 'O', ' ', 'X', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', 'O', ' ', 'O', ' ', 'X', 'X')","[ 9.34504342  0.          0.          0.          9.5         0.
 10.          0.          0.        ]"
"(' ', 'O', 'X', 'O', 'X', 'O', 'O', 'X', 'X')",[10.  0.  0.  0.  0.  0.  0.  0.  0.]
"('X', 'O', 'X', 'O', 'X', 'O', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ', 'O')","[6.01040289 8.71922333 9.02497099 0.         6.25559035 8.60081219
 9.42339103 8.89406779 0.        ]"
"(' ', ' ', 'X', 'X', ' ', 'O', ' ', ' ', 'O')","[9.5        9.49681198 0.         0.         9.2896928  0.
 9.5        9.02499908 0.        ]"
"(' ', 'O', 'X', 'X', ' ', 'O', 'X', ' ', 'O')","[10.         0.         0.         0.         9.9999744  0.
  0.         9.5        0.       ]"
"('O', 'O', 'X', 'X', ' ', 'O', 'X', 'X', 'O')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"('O', 'O', 'X', 'X', 'X', 'O', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', ' ', ' ', ' ', ' ', 'O', ' ')","[0.         8.41198673 9.04096    3.28952128 9.499392   8.98818529
 9.04096    0.         6.50886968]"
"('X', 'O', 'O', 'X', ' ', 'X', ' ', 'O', ' ')","[ 0.          0.          0.          0.         10.          0.
  9.99999999  0.          8.72064   ]"
"('X', 'O', 'O', 'X', 'X', 'X', ' ', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', ' ', 'O', ' ', ' ', ' ', ' ')","[0.         6.06314673 7.91019764 6.07239999 0.         6.43913905
 9.35530392 8.3981612  6.00892513]"
"('X', ' ', ' ', 'X', 'O', ' ', 'O', ' ', ' ')","[ 0.         -6.22480799  8.702       0.          0.         -7.2721357
  0.         -9.41840443  4.75404466]"
"('X', ' ', 'O', 'X', 'O', ' ', 'O', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'X', ' ', 'X', ' ', 'O', 'O', ' ')","[9.36995873 8.75088659 0.         8.40451697 0.         5.75599992
 0.         0.         9.5       ]"
"(' ', 'O', 'X', ' ', 'X', 'X', 'O', 'O', ' ')","[ 9.3442096  0.         0.        10.         0.         0.
  0.         0.        10.       ]"
"('X', 'O', 'X', 'O', 'X', 'X', 'O', 'O', ' ')",[ 0.  0.  0.  0.  0.  0.  0.  0. 10.]
"('X', 'O', 'X', 'O', 'X', 'X', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', ' ', 'O', 'X', 'O', ' ', ' ')","[6.37500793 0.         9.5        5.40023817 0.         0.
 0.         5.20531827 9.474432  ]"
"('X', 'X', ' ', ' ', 'O', 'X', 'O', ' ', 'O')","[  0.           0.          10.         -10.           0.
   0.           0.          -6.74915975   0.        ]"
"('X', 'X', ' ', 'X', 'O', 'X', 'O', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', ' ', ' ', ' ', ' ', ' ', ' ')","[0.         0.         3.6548144  9.02496102 7.77019463 8.33575333
 6.30461897 7.96479682 8.19278583]"
"('O', 'X', ' ', ' ', 'O', ' ', 'X', ' ', ' ')","[ 0.          0.          1.1705361   2.33036868  0.          5.87160124
  0.         -9.34480161  6.2167222 ]"
"('O', 'X', 'X', ' ', 'O', 'O', 'X', ' ', ' ')","[ 0.          0.          0.         -9.9992083   0.          0.
  0.         -9.99999999  1.91346126]"
"(' ', ' ', ' ', ' ', ' ', ' ', ' ', 'X', 'O')","[8.50625502 3.05140043 7.47951636 8.64331868 8.34667764 8.34345911
 5.860304   0.         0.        ]"
"(' ', 'O', ' ', ' ', ' ', ' ', 'X', 'X', 'O')","[9.46805359 0.         5.36194902 1.86551901 5.14624193 0.90185002
 0.         0.         0.        ]"
"(' ', 'O', 'X', ' ', 'O', ' ', 'X', 'X', 'O')","[ 8.58648195  0.          0.         -9.97379361  0.         -9.97733669
  0.          0.          0.        ]"
"('X', 'O', 'X', 'O', 'O', ' ', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 5. 0. 0. 0.]
"('X', 'O', 'X', 'O', 'O', 'X', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', ' ', 'O', ' ', ' ', 'X', ' ')","[5.91738764 0.         0.         5.96643851 0.         4.55105946
 8.51907106 0.         9.5       ]"
"('O', 'O', 'X', ' ', 'O', ' ', 'X', 'X', ' ')","[ 0.          0.          0.          6.37500799  0.         -9.87499195
  0.          0.         10.        ]"
"('O', 'O', 'X', 'X', 'O', 'O', 'X', 'X', ' ')",[ 0.  0.  0.  0.  0.  0.  0.  0. 10.]
"('O', 'O', 'X', 'X', 'O', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', ' ', 'O', ' ', ' ', ' ', 'X')","[6.53331225 5.80499225 5.07648768 5.03747315 0.         5.35978357
 9.49905669 5.85989369 0.        ]"
"(' ', ' ', ' ', 'X', 'O', 'O', ' ', ' ', 'X')","[9.4999995  8.1729334  8.29401756 0.         0.         0.
 9.5        9.461696   0.        ]"
"(' ', ' ', 'O', 'X', 'O', 'O', ' ', 'X', 'X')","[-9.2352     -6.24996132  0.          0.          0.          0.
 10.          0.          0.        ]"
"(' ', ' ', 'O', 'X', 'O', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', ' ', 'X', ' ', ' ', 'O', 'X')","[0.         8.16236703 9.5        4.73989804 0.         9.5
 8.53472897 0.         0.        ]"
"('O', ' ', ' ', ' ', 'X', 'O', 'X', 'O', 'X')","[ 0.          5.51608041 10.          8.73975476  0.          0.
  0.          0.          0.        ]"
"('O', ' ', 'X', ' ', 'X', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', 'X', ' ', ' ', 'O', 'X', 'X', ' ')","[ 0.        0.        0.        9.499392 10.        0.        0.
  0.        9.999872]"
"('O', 'O', 'X', ' ', 'X', 'O', 'X', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', ' ', ' ', ' ', ' ', ' ', 'O', 'X')","[ 0.          0.         -6.1009984   8.87100608 10.          8.87599968
  6.37899999  0.          0.        ]"
"('X', 'O', ' ', 'X', ' ', 'O', ' ', 'O', 'X')","[ 0.          0.         -9.34480179  0.          9.99999488  0.
 10.          0.          0.        ]"
"('X', 'O', 'X', 'X', ' ', 'O', 'O', 'O', 'X')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"('X', 'O', 'X', 'X', 'X', 'O', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', 'X', 'O', ' ', ' ', ' ', 'X', 'X')","[ 0.        0.        0.        0.       -9.844608 10.       10.
  0.        0.      ]"
"('O', 'O', 'X', 'O', ' ', 'X', ' ', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', ' ', 'X', ' ', 'O', ' ', ' ')","[ 0.          0.          8.87343998  9.5         0.          9.49979871
  0.         10.          6.34981476]"
"('O', 'X', 'X', 'O', 'X', 'X', 'O', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'O', 'X', ' ', ' ', 'O', 'X')","[10.          9.49934616  9.5         0.          0.          9.5
  9.5         0.          0.        ]"
"('X', ' ', ' ', 'O', 'X', ' ', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'X', 'X', ' ', 'O', 'O', ' ')","[ 9.37500032  9.39437718 -6.32077181  0.          0.         10.
  0.          0.          9.5       ]"
"('O', ' ', 'X', 'X', 'X', ' ', 'O', 'O', ' ')","[ 0.          4.63200122  0.          0.          0.         10.
  0.          0.          4.7512768 ]"
"('O', 'O', 'X', 'X', 'X', ' ', 'O', 'O', 'X')",[ 0.  0.  0.  0.  0. 10.  0.  0.  0.]
"('O', 'O', 'X', 'X', 'X', 'X', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'O', 'X', ' ', ' ', 'O', ' ', ' ')","[ 5.23650292  0.          0.          0.          9.5        -6.10500031
  0.          9.47384188  5.37219065]"
"(' ', 'X', 'O', 'X', ' ', 'X', 'O', ' ', 'O')","[-9.9968      0.          0.          0.         10.          0.
  0.         -9.29609728  0.        ]"
"('X', 'X', 'O', 'X', ' ', 'X', 'O', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', 'O', ' ', 'O', ' ', ' ', 'X')","[ 6.23019987  0.          6.35688038  0.          9.5         0.
 -6.12608487 -9.24520075  0.        ]"
"('O', 'X', ' ', 'O', 'X', 'O', ' ', ' ', 'X')","[ 0.          0.         -6.85499845  0.          0.          0.
  9.49999903 10.          0.        ]"
"('O', 'X', ' ', 'O', 'X', 'O', ' ', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'X', ' ', 'O', ' ', ' ', 'X')","[0.         4.66831344 4.93527583 0.         4.77422527 0.
 8.81263769 4.99146624 0.        ]"
"('O', 'X', ' ', 'X', ' ', 'O', ' ', 'O', 'X')","[0.         0.         4.71199961 0.         4.75       0.
 4.56       0.         0.        ]"
"('O', 'X', 'O', 'X', ' ', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 5. 0. 0. 0. 0.]
"(' ', ' ', 'O', 'X', ' ', ' ', 'O', 'X', ' ')","[8.76007895 6.37696    0.         0.         9.5        9.37363866
 0.         0.         1.78870958]"
"(' ', ' ', 'O', 'X', ' ', 'O', 'O', 'X', 'X')","[-9.984     -6.1062144  0.         0.         9.5        0.
  0.         0.         0.       ]"
"('O', ' ', 'O', 'X', 'X', 'O', 'O', 'X', 'X')",[ 0. 10.  0.  0.  0.  0.  0.  0.  0.]
"('O', 'X', 'O', 'X', 'X', 'O', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', ' ', 'X', ' ', ' ', ' ', 'O')","[ 5.31209598  0.          0.          9.5         0.          9.5
 10.          8.81861384  0.        ]"
"(' ', 'O', 'X', 'X', 'X', ' ', ' ', 'O', 'O')","[ 6.37896003  0.          0.          0.          0.         10.
 10.          0.          0.        ]"
"(' ', 'O', 'X', 'X', 'X', ' ', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'X', ' ', ' ', ' ', 'O', 'X')","[0.         5.26828653 9.44977926 0.         9.49999964 9.5
 5.91125498 0.         0.        ]"
"('O', ' ', ' ', 'X', ' ', 'X', 'O', 'O', 'X')","[ 0.          9.5        10.          0.          9.99999898  0.
  0.          0.          0.        ]"
"('O', 'X', 'O', 'X', ' ', 'X', 'O', 'O', 'X')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"('O', 'X', 'O', 'X', 'X', 'X', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', ' ', ' ', ' ', ' ', 'X', 'O')","[7.46647894 0.         0.         4.97159958 5.63017814 5.38500865
 8.69963189 0.         0.        ]"
"('X', 'O', 'X', ' ', ' ', ' ', 'O', 'X', 'O')","[0.         0.         0.         4.74998784 4.75       4.75
 0.         0.         0.        ]"
"('X', 'O', 'X', 'O', 'X', ' ', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 5. 0. 0. 0.]
"('X', 'O', 'X', 'O', 'X', 'X', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', ' ', ' ', 'X', 'X', ' ', 'O')","[9.34034688 8.87555499 0.         9.5        9.49999753 0.
 0.         6.32757538 0.        ]"
"('X', ' ', 'O', ' ', ' ', 'X', 'X', 'O', 'O')","[ 0.          8.58794901  0.         10.          9.34672077  0.
  0.          0.          0.        ]"
"('X', 'X', 'O', 'O', ' ', 'X', 'X', 'O', 'O')",[0. 0. 0. 0. 5. 0. 0. 0. 0.]
"('X', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', ' ', 'O', 'X', ' ', 'O', ' ')","[ 0.          9.49940976 -9.8442476  -9.87444017  0.          0.
 -6.32635111  0.         -6.11218427]"
"('X', 'X', 'O', ' ', 'O', 'X', ' ', 'O', ' ')","[ 0.          0.          0.         -9.25019194  0.          0.
  4.90346155  0.         -7.54182273]"
"(' ', ' ', ' ', ' ', 'X', ' ', 'O', 'X', 'O')","[ 9.36924154 10.          9.49999737  9.5         0.          9.5
  0.          0.          0.        ]"
"(' ', ' ', ' ', 'O', 'X', 'X', 'O', 'X', 'O')","[ 8.55151757 10.          1.81963521  0.          0.          0.
  0.          0.          0.        ]"
"('X', 'O', ' ', 'O', 'X', 'X', 'O', 'X', 'O')",[0. 0. 5. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', ' ', 'O', ' ', ' ', ' ', 'X')","[0.         0.         5.50974464 5.8186171  0.         6.64727362
 9.48369024 5.13335137 0.        ]"
"('O', 'X', 'X', 'X', 'O', ' ', 'O', 'O', 'X')",[ 0.  0.  0.  0.  0. 10.  0.  0.  0.]
"('O', 'X', 'X', 'X', 'O', 'X', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', 'O', ' ', 'X', ' ', ' ', ' ')","[ 0.          0.          1.73866248  0.         -6.7578062   0.
  9.025      -6.31479466  8.6960193 ]"
"('O', 'X', ' ', 'O', ' ', 'X', 'X', 'O', ' ')","[0.         0.         9.5        0.         9.34798346 0.
 0.         0.         5.54187136]"
"('O', 'X', ' ', 'O', 'O', 'X', 'X', 'O', 'X')",[ 0.  0. 10.  0.  0.  0.  0.  0.  0.]
"('O', 'X', 'X', 'O', 'O', 'X', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'O', 'X', ' ', 'O', ' ', 'X')","[10.          6.37495848  8.876       0.          0.          9.5
  0.          6.37400161  0.        ]"
